,Log,CleanLog,Cluster,Template,Variables,EventId
174,"Connection broken for id 188978561024, my id = 1, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '1']",E28
175,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
176,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
177,"Connection broken for id 188978561024, my id = 1, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '1']",E28
178,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
179,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
180,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
181,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
182,Received connection request /10.10.34.11:45344,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '11', '45344']",E59
183,"Connection broken for id 188978561024, my id = 1, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '1']",E28
184,Received connection request /10.10.34.11:45345,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '11', '45345']",E59
185,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
186,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
187,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
188,"Connection broken for id 188978561024, my id = 1, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '1']",E28
189,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
190,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
191,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
192,Received connection request /10.10.34.12:47487,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '12', '47487']",E59
193,Received connection request /10.10.34.12:47488,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '12', '47488']",E59
194,"Connection broken for id 188978561024, my id = 1, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '1']",E28
195,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
196,"Connection broken for id 188978561024, my id = 1, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '1']",E28
197,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
198,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
199,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
200,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
201,Received connection request /10.10.34.12:47489,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '12', '47489']",E59
202,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
203,"Connection broken for id 188978561024, my id = 1, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '1']",E28
204,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
205,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
206,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
207,Received connection request /10.10.34.13:57706,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '13', '57706']",E59
208,Received connection request /10.10.34.13:57707,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '13', '57707']",E59
209,"Connection broken for id 188978561024, my id = 1, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '1']",E28
210,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
211,"Connection broken for id 188978561024, my id = 1, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '1']",E28
212,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
213,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
214,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
215,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
216,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
217,Received connection request /10.10.34.11:45347,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '11', '45347']",E59
218,"Connection broken for id 188978561024, my id = 1, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '1']",E28
219,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
220,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
221,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
222,Received connection request /10.10.34.11:45353,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '11', '45353']",E59
223,"Connection broken for id 188978561024, my id = 1, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '1']",E28
224,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
225,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
226,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
227,Received connection request /10.10.34.12:47494,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '12', '47494']",E59
228,"Connection broken for id 188978561024, my id = 1, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '1']",E28
229,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
230,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
231,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
232,Received connection request /10.10.34.13:57713,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '13', '57713']",E59
233,"Connection broken for id 188978561024, my id = 1, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '1']",E28
234,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
235,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
236,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
237,Received connection request /10.10.34.13:57715,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '13', '57715']",E59
238,"Connection broken for id 188978561024, my id = 1, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '1']",E28
239,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
240,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
241,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
242,Received connection request /10.10.34.11:45356,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '11', '45356']",E59
243,"Connection broken for id 188978561024, my id = 1, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '1']",E28
244,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
245,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
246,Received connection request /10.10.34.11:45358,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '11', '45358']",E59
247,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
248,"Connection broken for id 188978561024, my id = 1, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '1']",E28
249,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
250,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
251,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
252,Received connection request /10.10.34.12:47499,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '12', '47499']",E59
253,Received connection request /10.10.34.12:47500,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '12', '47500']",E59
254,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
255,"Connection broken for id 188978561024, my id = 1, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '1']",E28
256,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
257,"Connection broken for id 188978561024, my id = 1, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '1']",E28
258,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
259,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
260,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
261,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
262,Received connection request /10.10.34.12:47502,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '12', '47502']",E59
263,"Connection broken for id 188978561024, my id = 1, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '1']",E28
264,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
265,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
266,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
267,Received connection request /10.10.34.13:57718,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '13', '57718']",E59
268,"Connection broken for id 188978561024, my id = 1, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '1']",E28
269,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
270,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
271,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
272,Received connection request /10.10.34.13:57719,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '13', '57719']",E59
273,"Connection broken for id 188978561024, my id = 1, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '1']",E28
274,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
275,Interrupted while waiting for message on queue,Interrupted while waiting for message on queue,41,Interrupted while waiting for message on queue,[],E20
276,Send worker leaving thread,Send worker leaving thread,42,Send worker leaving thread,[],E61
277,Received connection request /10.10.34.11:45359,Received connection request,18,Received connection request /<*>.<*>.<*>.<*>:<*>,"['10', '10', '34', '11', '45359']",E59
278,"Connection broken for id 188978561024, my id = 1, error =",Connection broken for id my id error,39,"Connection broken for id <*>, my id = <*>, error =","['188978561024', '1']",E28
279,Interrupting SendWorker,Interrupting SendWorker,40,Interrupting SendWorker,[],E62
